time,sensor,local_track_id,callsign_true,x,y,vx,vy,track_quality,sigma_pos_m,sigma_vel_mps,is_clutter
3.72,RADAR_A,RADAR_A-SC45374,STATIC_CLUTTER,-3317.2170693281514,-39879.91658881156,0.9421779939050257,-0.21794188084556446,3,857.790551951732,14.296509199195533,True
3.72,RADAR_A,RADAR_A-SC61691,STATIC_CLUTTER,56002.16306394828,-15475.309838529087,-0.23498569704702013,0.34582526506866873,3,857.790551951732,14.296509199195533,True
3.72,RADAR_A,RADAR_A-SC84617,STATIC_CLUTTER,64265.37243853217,-35277.04965855357,-0.26690253725422497,0.17566416728140297,3,857.790551951732,14.296509199195533,True
3.72,RADAR_A,RADAR_A-SC71980,STATIC_CLUTTER,-77647.90764466551,-59337.87663561854,-0.27605947756608584,0.08537644198192783,3,857.790551951732,14.296509199195533,True
3.72,RADAR_A,RADAR_A-SC34411,STATIC_CLUTTER,-69236.7655752233,9291.936000774944,0.14460973064030982,-0.8801516404576537,1,1500.0,25.0,True
3.72,RADAR_A,RADAR_A-SC51921,STATIC_CLUTTER,73823.00561092954,30531.452462330566,-0.6751933947551206,-0.26444206488577,1,1500.0,25.0,True
3.72,RADAR_A,RADAR_A-SC61303,STATIC_CLUTTER,5339.642264627725,-70452.11037116814,1.2136322744824743,-0.7135530186749631,4,648.6736521905174,10.811227536508623,True
3.72,RADAR_A,RADAR_A-CL38877,CLUTTER,26009.608147579842,-8218.077546864675,-2.824491166019132,-1.3289365434877594,2,1134.321747974356,18.905362466239264,True
3.72,RADAR_A,RADAR_A-CL74521,CLUTTER,-23568.46847369503,18783.753668029283,-0.9164517208369127,0.42701525554418646,5,490.536420678438,8.1756070113073,True
3.72,RADAR_A,RADAR_A-SC43962,STATIC_CLUTTER,57220.720697857854,19226.10714452629,1.0165817145593192,-0.14297974539487546,1,1500.0,25.0,True
3.72,RADAR_A,RADAR_A-CL92979,CLUTTER,-49274.39422813824,-69888.62526531135,-0.6050700048003899,0.14585518476305406,7,280.51833803078955,4.6753056338464924,True
4.08,RADAR_A,RADAR_A-T7335,PGT549U,-79294.82776745124,26828.09807094669,-35.86393635096854,26.39888534369131,13,89.91644248424535,0.8743393107950702,False
5.13,RADAR_A,RADAR_A-T2272,HEDEF_2,369039.39322479506,27117.94563801761,35.298305001879456,25.75904163343005,14,325.5108604633769,0.6611880635625048,False
5.63,RADAR_A,RADAR_A-CL56983,CLUTTER,78295.4397755696,-64677.510920333625,0.49171969299439805,0.3133993397407034,2,1134.321747974356,18.905362466239264,True
5.63,RADAR_A,RADAR_A-SC43962,STATIC_CLUTTER,57233.3016255795,19230.92560514826,-0.13403018734262864,0.533360891937983,3,857.790551951732,14.296509199195533,True
5.63,RADAR_A,RADAR_A-SC71980,STATIC_CLUTTER,-77665.14572449202,-59303.49291785749,-0.09956075883449067,0.36416633373184537,2,1134.321747974356,18.905362466239264,True
5.63,RADAR_A,RADAR_A-SC61303,STATIC_CLUTTER,5368.209413277382,-70508.4924794978,-0.7870942540211453,-0.3621327862576265,2,1134.321747974356,18.905362466239264,True
5.63,RADAR_A,RADAR_A-SC34411,STATIC_CLUTTER,-69174.52754089983,9278.318200298145,-0.32742456030255207,0.6616143058112873,2,1134.321747974356,18.905362466239264,True
5.63,RADAR_A,RADAR_A-SC45374,STATIC_CLUTTER,-3333.949831309953,-39901.87280594808,0.0014700439631084386,0.15617745619558387,1,1500.0,25.0,True
5.63,RADAR_A,RADAR_A-SC61691,STATIC_CLUTTER,55964.37818686404,-15487.857666213404,-0.09010993014200817,-0.16152044779879848,1,1500.0,25.0,True
