time,sensor,local_track_id,true_target,x,y,vx,vy,track_quality,sigma_pos_m,sigma_vel_mps
2.08,RADAR_A,RADAR_A-CLUT-8382,CLUTTER,-588.9820786965511,5974.874714257163,42.691839629510966,-206.42973247720957,1,1500.0,25.0
2.08,RADAR_A,RADAR_A-CLUT-5593,CLUTTER,3192.8569693562818,-128.44655274724028,-56.783119378682805,-38.99115330320842,6,370.9507534326998,6.1825125572116635
2.95,RADAR_A,RADAR_A-T7261,TARGET_2_MANEUVER,9974.953719419334,14824.574564107412,-101.6399086705346,-9.884052242554514,10,121.30990322456422,2.021831720409404
3.13,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,682.9035838328995,9948.062462283422,99.83841660551258,1.799823997001367,13,52.46035864770422,0.8743393107950702
4.23,RADAR_A,RADAR_A-CLUT-4237,CLUTTER,-6380.333333161745,-869.5300693407025,-67.14563214235673,108.35528582274208,5,490.536420678438,8.1756070113073
5.04,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,809.0037974149424,9874.891167554128,101.55452600246136,0.12166567081948088,12,69.3723258961401,1.1562054316023351
5.12,RADAR_A,RADAR_A-T7261,TARGET_2_MANEUVER,9521.248619643065,14814.718797771782,-97.64705391340122,-11.11568484993488,10,121.30990322456422,2.021831720409404
6.3,RADAR_A,RADAR_A-CLUT-3883,CLUTTER,6468.969333212347,17648.844600811688,-112.563377083394,-114.92341872353876,1,1500.0,25.0
7.32,RADAR_A,RADAR_A-T7261,TARGET_2_MANEUVER,9351.7979021811,14839.144107408558,-95.58367883342304,-16.126112787932854,12,69.3723258961401,1.1562054316023351
7.58,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,968.8143350553491,10039.913268977396,98.71103947215047,0.3394647269355345,13,52.46035864770422,0.8743393107950702
8.12,RADAR_A,RADAR_A-CLUT-8246,CLUTTER,5313.503275415306,-72.67384626249441,76.00126629357165,19.440377764351975,1,1500.0,25.0
8.12,RADAR_A,RADAR_A-CLUT-1912,CLUTTER,4565.66295323088,-3188.6481497140376,11.19097862713019,79.68945719289032,5,490.536420678438,8.1756070113073
8.12,RADAR_A,RADAR_A-CLUT-4085,CLUTTER,5837.868164123194,7348.45100467769,-19.699369755897393,47.65618001404118,1,1500.0,25.0
8.34,RADAR_B,RADAR_B-T1923,TARGET_2_MANEUVER,9014.296173584942,15439.118241193082,-96.5696926845772,-20.316908282757346,10,121.30990322456422,2.021831720409404
9.36,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,1137.221067511206,9928.11161692055,98.7704412152581,-1.1535287014752968,14,39.671283813750286,0.6611880635625048
9.67,RADAR_A,RADAR_A-CLUT-1786,CLUTTER,-5338.676243117798,5821.225043501181,-0.34071897913680044,58.300742651502375,5,490.536420678438,8.1756070113073
10.9,RADAR_B,RADAR_B-CLUT-1976,CLUTTER,19375.599025847598,8864.727077345704,69.58972940969852,-79.16062598843905,2,1134.321747974356,18.905362466239264
10.9,RADAR_B,RADAR_B-CLUT-8069,CLUTTER,21362.969947730053,10502.793998552826,103.16505793323569,2.8417944622365643,1,1500.0,25.0
10.9,RADAR_B,RADAR_B-CLUT-6845,CLUTTER,20705.67200676029,9952.706534470246,-58.389566917007386,157.95173955840232,1,1500.0,25.0
10.9,RADAR_B,RADAR_B-CLUT-9983,CLUTTER,37069.95192134428,13391.361809435573,-152.39486219343087,20.602652250318762,4,648.6736521905174,10.811227536508623
10.9,RADAR_B,RADAR_B-CLUT-5332,CLUTTER,19746.76591350394,6604.934588752901,-112.86397549016449,29.128683539413505,1,1500.0,25.0
10.9,RADAR_B,RADAR_B-CLUT-3108,CLUTTER,21195.681127671436,20872.980430697426,-105.68216667348756,-35.20690242021019,3,857.790551951732,14.296509199195533
11.07,RADAR_A,RADAR_A-T4802,TARGET_2_MANEUVER,8851.152733567484,14729.932287069802,-94.40309304074326,-23.74585376737854,12,69.3723258961401,1.1562054316023351
11.25,RADAR_A,RADAR_A-CLUT-4701,CLUTTER,-6638.474694680555,10150.183100939837,95.49158924585822,-44.42464443088377,5,490.536420678438,8.1756070113073
11.25,RADAR_A,RADAR_A-CLUT-7031,CLUTTER,5930.1936723872495,5117.648725758312,107.47921665472502,-144.98676670165776,4,648.6736521905174,10.811227536508623
11.25,RADAR_A,RADAR_A-CLUT-7704,CLUTTER,-2954.0974281621375,-2777.198508414517,34.347265824138745,30.371171870877237,6,370.9507534326998,6.1825125572116635
11.53,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,1323.0714758215481,9913.851677648896,102.74163985485987,-2.1973994257427023,12,69.3723258961401,1.1562054316023351
12.04,RADAR_C,RADAR_C-CLUT-8549,CLUTTER,14506.600767456735,-14468.404727562222,101.53863255361819,-91.46717944675461,3,857.790551951732,14.296509199195533
12.04,RADAR_C,RADAR_C-CLUT-1730,CLUTTER,7967.761580610292,-16203.240147469554,56.92720859765583,284.44937036426205,4,648.6736521905174,10.811227536508623
12.04,RADAR_C,RADAR_C-CLUT-6543,CLUTTER,-1575.1326674449506,-18972.41545483179,19.766814967970202,134.92769088177505,3,857.790551951732,14.296509199195533
12.04,RADAR_C,RADAR_C-CLUT-5919,CLUTTER,6294.445636486035,-24588.519369584068,-152.78972583380693,-187.03393901286393,5,490.536420678438,8.1756070113073
12.04,RADAR_C,RADAR_C-CLUT-3215,CLUTTER,-16182.585546584229,-17534.368182819297,-125.01255600919993,-40.81471088254741,6,370.9507534326998,6.1825125572116635
12.04,RADAR_C,RADAR_C-CLUT-1354,CLUTTER,13455.06571639279,-6664.402379829694,-25.877711987685274,26.542784096182608,1,1500.0,25.0
12.04,RADAR_C,RADAR_C-CLUT-6229,CLUTTER,11119.467857138765,-17269.79110057928,-3.13152215746735,-31.696880961715227,4,648.6736521905174,10.811227536508623
12.04,RADAR_C,RADAR_C-CLUT-3060,CLUTTER,3992.9511065272186,475.9267704361248,-26.41357343527529,157.35335700066028,2,1134.321747974356,18.905362466239264
12.04,RADAR_C,RADAR_C-CLUT-7574,CLUTTER,-2492.2923591585904,21229.62950259247,-43.485347219726656,-27.394287471565796,4,648.6736521905174,10.811227536508623
12.04,RADAR_C,RADAR_C-CLUT-3306,CLUTTER,10654.034921056726,-28360.96761324586,92.82353039360348,-71.02476419467807,5,490.536420678438,8.1756070113073
12.79,RADAR_A,RADAR_A-T4802,TARGET_2_MANEUVER,8735.725359118693,14745.847225871314,-97.823405666125,-27.643794476679965,13,52.46035864770422,0.8743393107950702
13.88,RADAR_A,RADAR_A-CLUT-6555,CLUTTER,-976.0967880646585,859.4504059277024,-20.496765771198756,-6.109055945650736,3,857.790551951732,14.296509199195533
14.02,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,1694.118750619021,9896.445447052138,97.86038430170076,-0.5062017616461997,14,39.671283813750286,0.6611880635625048
14.57,RADAR_A,RADAR_A-T4802,TARGET_2_MANEUVER,8677.208353101234,14728.679447217439,-95.81783695851244,-27.958634318059996,14,39.671283813750286,0.6611880635625048
14.92,RADAR_B,RADAR_B-T1923,TARGET_2_MANEUVER,8230.608568369744,15176.01450065776,-96.45787323255533,-27.842797909496383,8,212.13203435596427,3.5355339059327378
15.57,RADAR_C,RADAR_C-T3409,TARGET_1_LINEAR,2784.7260636944657,10287.894283286034,101.21404763507176,7.907436869192503,5,490.536420678438,8.1756070113073
15.79,RADAR_A,RADAR_A-CLUT-3941,CLUTTER,6538.629261131323,776.5041714557074,3.3881704613945574,43.93721460000372,6,370.9507534326998,6.1825125572116635
15.79,RADAR_A,RADAR_A-CLUT-7447,CLUTTER,3251.024258870309,5608.321021232747,60.21458522288458,-94.99723213907508,6,370.9507534326998,6.1825125572116635
16.07,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,1872.6663550128965,9839.246314872813,97.91132350703282,-1.6094826489634317,12,69.3723258961401,1.1562054316023351
16.1,RADAR_A,RADAR_A-T4802,TARGET_2_MANEUVER,8521.632483094823,14619.026310699433,-94.33076393246851,-32.910675742764795,13,52.46035864770422,0.8743393107950702
16.14,RADAR_B,RADAR_B-CLUT-3732,CLUTTER,29294.35131307022,25096.805386448657,-73.8171749126134,17.91352798028755,1,1500.0,25.0
16.14,RADAR_B,RADAR_B-CLUT-3022,CLUTTER,14673.806143643975,9355.582881759057,93.19250061092843,-136.82624881890217,1,1500.0,25.0
16.14,RADAR_B,RADAR_B-CLUT-2025,CLUTTER,19681.312971646086,7243.706949926827,-71.70701618843802,3.8439870212471816,3,857.790551951732,14.296509199195533
16.14,RADAR_B,RADAR_B-CLUT-9080,CLUTTER,17361.949213745625,-2430.9919776846655,-42.48295604941465,-62.1473718312589,4,648.6736521905174,10.811227536508623
17.44,RADAR_A,RADAR_A-CLUT-7500,CLUTTER,7982.686601313928,12780.32499323842,-43.96836677318671,-108.21828302434346,5,490.536420678438,8.1756070113073
17.44,RADAR_A,RADAR_A-CLUT-9738,CLUTTER,4843.5891986067345,-7546.988490493821,-58.184645021624505,32.83438025556019,5,490.536420678438,8.1756070113073
17.44,RADAR_A,RADAR_A-CLUT-5500,CLUTTER,5433.676086613877,3266.8359564590082,-102.3224588975829,-34.563501197930755,2,1134.321747974356,18.905362466239264
17.44,RADAR_A,RADAR_A-CLUT-1545,CLUTTER,3623.3434424226843,8730.29976898124,15.653925058478265,-75.82518041027573,6,370.9507534326998,6.1825125572116635
17.44,RADAR_A,RADAR_A-CLUT-4122,CLUTTER,4388.588947152953,4175.314649200045,13.780350912883,80.64032034346077,6,370.9507534326998,6.1825125572116635
17.44,RADAR_A,RADAR_A-CLUT-1534,CLUTTER,7130.544480660412,-7533.419446929947,30.99454972674081,-22.39946414995838,2,1134.321747974356,18.905362466239264
18.01,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,2020.1732973781066,9922.907156990079,97.93912413014736,-1.4466011558784513,13,52.46035864770422,0.8743393107950702
18.32,RADAR_A,RADAR_A-T4802,TARGET_2_MANEUVER,8268.958844066326,14533.458664306081,-92.77776630568373,-40.102903759119314,12,69.3723258961401,1.1562054316023351
18.69,RADAR_C,RADAR_C-T1378,TARGET_2_MANEUVER,8633.194842585799,15291.695485088425,-99.00319715347138,-31.736529516386298,7,280.51833803078955,4.6753056338464924
20.29,RADAR_A,RADAR_A-T4802,TARGET_2_MANEUVER,8111.32142568966,14429.916706187918,-90.93173406082843,-40.173607479605025,13,52.46035864770422,0.8743393107950702
20.32,RADAR_C,RADAR_C-CLUT-8715,CLUTTER,-488.5824567422409,-519.766966280078,-69.35765998624147,6.9374933404768635,1,1500.0,25.0
20.32,RADAR_C,RADAR_C-CLUT-9287,CLUTTER,2648.2482453030334,-10001.319070167177,-41.00376637250167,-14.988554654776557,6,370.9507534326998,6.1825125572116635
20.32,RADAR_C,RADAR_C-CLUT-5209,CLUTTER,13921.97843623381,-21658.606845891063,-55.65731169299215,186.36782436971842,4,648.6736521905174,10.811227536508623
20.32,RADAR_C,RADAR_C-CLUT-4081,CLUTTER,35722.85703690992,-746.9529229707551,104.70227510114684,4.30646309709371,6,370.9507534326998,6.1825125572116635
20.32,RADAR_C,RADAR_C-CLUT-2646,CLUTTER,28736.578515103993,15010.270327031754,2.957401643928654,9.740688824754356,1,1500.0,25.0
20.32,RADAR_C,RADAR_C-CLUT-6950,CLUTTER,-16408.5268324316,23315.875591593373,71.5261989790095,9.73387493556579,5,490.536420678438,8.1756070113073
20.32,RADAR_C,RADAR_C-CLUT-2663,CLUTTER,1932.4879648384463,-19646.418983873744,-20.32157912135805,75.28167322993724,4,648.6736521905174,10.811227536508623
20.32,RADAR_C,RADAR_C-CLUT-9463,CLUTTER,-17744.84966261068,18922.864453995364,-70.1114994779807,54.42740623890601,6,370.9507534326998,6.1825125572116635
20.32,RADAR_C,RADAR_C-CLUT-5071,CLUTTER,-12776.043264202537,-11439.454269454882,-60.77384142020427,53.091707762627316,6,370.9507534326998,6.1825125572116635
20.32,RADAR_C,RADAR_C-CLUT-5536,CLUTTER,-21891.05439600385,-1656.9169333079728,189.54298406491975,111.63472657593482,6,370.9507534326998,6.1825125572116635
20.52,RADAR_A,RADAR_A-T6495,TARGET_1_LINEAR,2340.7536629922974,9971.338000478647,97.80486641342432,-0.6210639259864994,13,52.46035864770422,0.8743393107950702
20.61,RADAR_B,RADAR_B-CLUT-2440,CLUTTER,10229.348506049773,4647.194403661979,45.20994938820828,-24.858147995557523,3,857.790551951732,14.296509199195533
20.61,RADAR_B,RADAR_B-CLUT-3646,CLUTTER,15000.309174765163,-1248.7247416676164,122.59998203727768,0.8117220595019445,5,490.536420678438,8.1756070113073
20.95,RADAR_B,RADAR_B-T1923,TARGET_2_MANEUVER,7797.483014325477,14866.72165224799,-89.97812689787014,-44.862040959517714,10,121.30990322456422,2.021831720409404
21.44,RADAR_A,RADAR_A-CLUT-4518,CLUTTER,6295.001972035781,6280.556609505895,-119.69593232608014,-66.74504592324575,5,490.536420678438,8.1756070113073
21.44,RADAR_A,RADAR_A-CLUT-3244,CLUTTER,2987.8340337682193,3526.7804067219486,29.04925021956187,116.64202204514598,4,648.6736521905174,10.811227536508623
21.78,RADAR_B,RADAR_B-T2635,TARGET_1_LINEAR,2176.6284687757948,10143.48677644948,100.64473168912806,-2.753156518329025,11,91.73630764819175,1.528938460803196
