time,x,y,z,vx,vy,vz,callsign,lat,lon,alt_m,time_unix,target_id,target_name,speed,heading,turn_rate,climb_rate,spiral_center_x_m,spiral_center_y_m,spiral_radius_m,spiral_theta_rad
0.0,-79046.41268093442,26542.228990055544,-7316.0,-33.31998156530689,24.915900229621844,0.0,HEDEF_1,50.0975,14.267,304.0,1782902140.0,,,,,,,,,,
0.0,368935.3222871049,26542.228990055544,-7316.0,33.31998156530689,24.915900229621844,0.0,HEDEF_2,50.0975,20.516359615384616,304.0,1782902140.0,,,,,,,,,,
0.0,-79046.41268093442,-404083.6464447106,-7316.0,-3.3199815653068896,-24.915900229621844,0.0,HEDEF_3,46.22478846153847,14.267,304.0,1782902140.0,,,,,,,,,,
0.0,368935.3222871049,26542.228990055544,-7316.0,33.31998156530689,324.91590022962185,0.0,HEDEF_4,50.0975,20.516359615384616,304.0,1782902140.0,,,,,,,,,,
0.0,100500.0,100000.0,3000.0,7.83676558220759,75.7555190641433,11.353974419358565,HEDEF_5,49.74132160591873,18.76414876376924,10620.0,1782902140.0,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,77.00146945730127,84.09386805461615,0.15301979694343437,11.353974419358565,100000.0,100000.0,500.0,0.0
0.05,100500.37734309748,100003.78919562031,3000.567483903244,7.256958316778764,75.81230574776419,11.3453817103873,HEDEF_5,49.741355682973634,18.76415392002731,10620.567483903244,1782902140.05,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99926514557353,84.53215321394764,0.15296096677506021,11.3453817103873,100000.0,100000.0,500.3916918532616,0.007572530761092332
0.1,100500.72569583167,100007.58123057477,3001.134538171039,6.677159271086566,75.86685387988109,11.336798603169882,HEDEF_5,49.741389785563285,18.764158680142465,10621.134538171038,1782902140.1,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.9992660752784,84.97026983726133,0.152873059216045,11.336798603169882,100000.0,100000.0,500.78308716118585,0.015139328447396655
0.15000000000000002,100501.0450590246,100011.37588100831,3001.7011637635615,6.097394082811661,75.91692838456947,11.328234671254904,HEDEF_5,49.7414239116745,18.76416304412594,10621.701163763562,1782902140.15,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99926707908315,85.40805132338093,0.15275607848758277,11.328234671254904,100000.0,100000.0,501.174186586512,0.02270040587156842
0.2,100501.33543523996,100015.17292341324,3002.2673616381644,5.517697518109344,75.962536345236,11.319689858381025,HEDEF_5,49.74145805929724,18.764167012012763,10622.267361638165,1782902140.2,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99926812894122,85.8454976964921,0.1526391061709731,11.319689858381025,100000.0,100000.0,501.56499079002873,0.030255775808553854
0.25,100501.59682877641,100018.97213464284,3002.8331327493993,4.93810421123635,76.00368511746638,11.31116410849063,HEDEF_5,49.741492226424675,18.764170583861674,10622.8331327494,1782902140.25,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99926920513737,86.28260898060553,0.1525221422130283,11.31116410849063,100000.0,100000.0,501.955500430592,0.037805450995935075
0.30000000000000004,100501.82924566108,100022.77329192497,3003.398478049013,4.358648662222549,76.0403823251836,11.30265736568981,HEDEF_5,49.74152641105339,18.76417375975503,10623.398478049014,1782902140.3,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927029425001,86.71938519960216,0.15240518651353696,11.30265736568981,100000.0,100000.0,502.34571616512216,0.04534944413387507
0.35000000000000003,100502.03269364264,100026.57617287537,3003.9633984859684,3.7793652353575453,76.07263586123008,11.294169574368425,HEDEF_5,49.741560611183424,18.764176539798722,10623.963398485968,1782902140.35,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927139156661,87.15582637691853,0.15228823902439537,11.294169574368425,100000.0,100000.0,502.735638648617,0.052887767885362834
0.4,100502.20718218462,100030.38055551109,3004.5278950064503,3.2002881561638787,76.1004538834095,11.285700679050933,HEDEF_5,49.74159482481844,18.764178924122056,10624.52789500645,1782902140.4,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927249890449,87.5919325361599,0.15217129974361043,11.285700679050933,100000.0,100000.0,503.1252685341576,0.06042043487633813
0.45,100502.35272245826,100034.18621826371,3005.0919685538734,2.6214515098836273,76.12384481378831,11.27725062445461,HEDEF_5,49.74162904996582,18.76418091287769,10625.091968553874,1782902140.45,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927362578921,88.02770370075143,0.15205436859951327,11.27725062445461,100000.0,100000.0,503.5146064729131,0.06794745769577182
0.5,100502.46932733561,100037.99293999247,3005.6556200688956,2.0428892394993454,76.14281733660027,11.268819355533196,HEDEF_5,49.74166328463681,18.764182506241514,10625.655620068896,1782902140.5,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927478923017,88.46313989388776,0.15193744564384737,11.268819355533196,100000.0,100000.0,503.9036531141493,0.07546884889584207
0.55,100502.5570113822,100041.80049999736,3006.2188504894266,1.464635142707266,76.15738039580174,11.260406817422336,HEDEF_5,49.741697526846586,18.764183704412556,10626.218850489426,1782902140.55,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927601312854,88.8982411392905,0.15182379962417336,11.260406817422336,100000.0,100000.0,504.29240910523504,0.0829846209920516
0.6000000000000001,100502.61579084989,100045.60867803206,3006.781660750638,0.8866979725426063,76.16754334862344,11.252012594628468,HEDEF_5,49.74173177461444,18.7641845076129,10626.781660750637,1782902140.6,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.999277142637,89.33302618869826,0.1517138242382572,11.252012594628468,100000.0,100000.0,504.6808750916503,0.09049478646338484
0.65,100502.64568117943,100049.4172543322,3007.344051748889,0.30910823005251586,76.1733150795335,11.24363659086157,HEDEF_5,49.74176602596399,18.76418491605353,10627.344051748889,1782902140.65,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99927819071509,89.76749732155467,0.1515982733817296,11.24363659086157,100000.0,100000.0,505.0690516920846,0.09799935727089158
0.7000000000000001,100502.64670167291,100053.22600954003,3007.9060244097245,-0.26805519277695566,76.17470469826367,11.235279412536329,HEDEF_5,49.74180027892249,18.764184929998205,10627.906024409724,1782902140.7,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.9992791715079,90.20162031332264,0.1514763596886617,11.235279412536329,100000.0,100000.0,505.4569395453727,0.10549834576508584
0.75,100502.61887566013,100057.03472480201,3008.467579690142,-0.8447560836793855,76.17172257753555,11.226941047774744,HEDEF_5,49.741834531521754,18.764184549765723,10628.467579690143,1782902140.75,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.9992801171554,90.63539293217124,0.15135676848904112,11.226941047774744,100000.0,100000.0,505.84453931205877,0.11299176471618814
0.8,100502.56222606456,100060.8431817978,3009.0287185145025,-1.4209820181131363,76.1643792205723,11.218621143347264,HEDEF_5,49.74186878179837,18.76418377566932,10629.028718514503,1782902140.8,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928124540452,91.06883071683872,0.15124466708716788,11.218621143347264,100000.0,100000.0,506.23185163016024,0.12047962645891049
0.8500000000000001,100502.47677745833,100064.65116272407,3009.589441804477,-1.9967364489566535,76.15268394013401,11.210319122408691,HEDEF_5,49.74190302779358,18.764182608044766,10629.589441804477,1782902140.85,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.9992823509335,91.50196104196682,0.15113947076961587,11.210319122408691,100000.0,100000.0,506.6188771358377,0.12796194329206917
0.9,100502.36255241965,100068.45845019179,3010.1497504267427,-2.572002774104476,76.13664598145988,11.202034701374942,HEDEF_5,49.74193726755238,18.764181047200587,10630.149750426743,1782902140.9,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928337995725,91.93479609613269,0.1510256888943733,11.202034701374942,100000.0,100000.0,507.00561642729446,0.13543872678065338
0.9500000000000001,100502.21957718093,100072.26482732223,3010.7096452746146,-3.1466667836066335,76.11627837875858,11.193769002744375,HEDEF_5,49.74197149912432,18.764179093495237,10630.709645274615,1782902140.95,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928448087375,92.36727449913718,0.15089907493948473,11.193769002744375,100000.0,100000.0,507.3920701211186,0.14290998884508843
1.0,100502.04788574128,100076.07007802965,3011.2691273270166,-3.7206799022387713,76.09159363189247,11.185522203850269,HEDEF_5,49.74200572056609,18.7641767473933,10631.269127327017,1782902141.0,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928562882131,92.79938410877875,0.1507906528236873,11.185522203850269,100000.0,100000.0,507.7782388929888,0.15037574254818456
1.05,100501.84750919073,100079.87398668544,3011.828197495,-4.294164357939735,76.06259532296099,11.177292034495622,HEDEF_5,49.7420399299385,18.764174009319614,10631.828197495,1782902141.05,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928643839452,93.23124129881917,0.15068927232079687,11.177292034495622,100000.0,100000.0,508.1641233717356,0.1578360000470492
1.1,100501.61846930548,100083.67633756193,3012.386856530466,-4.866987018380314,76.0292996596545,11.169079892795708,HEDEF_5,49.742074125301464,18.76417087957174,10632.386856530466,1782902141.1,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928775661678,93.66277004096668,0.15056347698181227,11.169079892795708,100000.0,100000.0,508.54972407634074,0.16529077137508852
1.1500000000000001,100501.36081048888,100087.47691665142,3012.9451054842793,-5.439031115267426,75.9917232610751,11.160886942525394,HEDEF_5,49.742108304730365,18.76416735875644,10632.94510548428,1782902141.15,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928870453611,94.09390647680645,0.15045044150297215,11.160886942525394,100000.0,100000.0,508.9350417321377,0.17274007055508825
1.2000000000000002,100501.07456619396,100091.27550988804,3013.5029452247186,-6.010446541244164,75.94986616587266,11.152710529338947,HEDEF_5,49.742142466300066,18.764163447330823,10633.502945224718,1782902141.2,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99928954471171,94.5247875733667,0.15034507357911409,11.152710529338947,100000.0,100000.0,509.320076938434,0.18018390917338928
1.25,100500.75976583478,100095.07190326802,3014.060376537214,-6.581078239833005,75.9037493718788,11.14455236802678,HEDEF_5,49.74217660808598,18.764159145696837,10634.060376537214,1782902141.25,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99929095122556,94.95532029547316,0.1502280845600268,11.14455236802678,100000.0,100000.0,509.7048302373542,0.18762229771081868
1.3,100500.41645836996,100098.86588482521,3014.6174004615204,-7.150929654831998,75.85338121163659,11.136411909734306,HEDEF_5,49.742210728181846,18.764154454523478,10634.61740046152,1782902141.3,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99929159667309,95.3855310943291,0.15011842324257074,11.136411909734306,100000.0,100000.0,510.08930234656344,0.19505525004190738
1.35,100500.04467286929,100102.65724138918,3015.174017728187,-7.719990104204044,75.79877342551481,11.128288807096396,HEDEF_5,49.742244824670586,18.764149374207975,10635.174017728186,1782902141.35,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.9992929304918,95.81543550336896,0.15000575754254797,11.128288807096396,100000.0,100000.0,510.47349377030565,0.20248277591514255
1.4000000000000001,100499.64445935954,100106.44576216776,3015.7302293422304,-8.288184917299077,75.7399414901156,11.1201836324326,HEDEF_5,49.74227889565649,18.764143905433922,10635.73022934223,1782902141.4,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.9992936991535,96.24500077531417,0.1498927592654553,11.1201836324326,100000.0,100000.0,510.8574052022681,0.20990488874149602
1.4500000000000002,100499.21585437756,100110.2312355382,3016.2860360914306,-8.855523961829022,75.67689502355643,11.112095751232118,HEDEF_5,49.7423129392364,18.764138048700588,10636.286036091431,1782902141.45,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99929491254747,96.67425775191707,0.1497834600479777,11.112095751232118,100000.0,100000.0,511.2410371861973,0.21732159903315093
1.5,100498.75890696337,100114.01345167012,3016.8414389173545,-9.42196349427104,75.60964734479785,11.104025298773195,HEDEF_5,49.74234695352325,18.764131804678087,10636.841438917354,1782902141.5,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99929574696037,97.10319678547572,0.1496704763947001,11.104025298773195,100000.0,100000.0,511.6243903719865,0.2247329193544165
1.55,100498.2736580281,100117.79220027267,3017.3964386213074,-9.987457782845013,75.53821434697602,11.095972438979516,HEDEF_5,49.74238093662587,18.764125173925446,10637.396438621308,1782902141.55,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99929703614443,97.53180641342992,0.14956119187758432,11.095972438979516,100000.0,100000.0,512.0074653127172,0.2321388603979488
1.6,100497.76016118508,100121.56727310481,3017.9510361612524,-10.552019212045707,75.4626027061604,11.087936512769375,HEDEF_5,49.74241488667149,18.764118157175282,10637.951036161252,1782902141.6,5.0,AKINCI Benzeri Dışa Açılan Spiral Tırmanış Rotası,76.99929774193004,97.96011929282889,0.14945189233660372,11.087936512769375,100000.0,100000.0,512.3902626695998,0.239539434946847
